"ITEMCODE","LOCATIONKEY","QUANTITYONHAND","QUANTITYBACKORDERED","QUANTITYRESERVED","QUANTITYINTRANSIT","BINLOCATION"
"SF-RTL-10433","02","0","0","0","0",""
"SF-RTL-10433","03","0","0","0","0",""
"SF-RTL-10780","02","0","0","0","0",""
"SF-RTL-10780","03","0","0","0","0",""
"408C-125ML","02","10","0","0","0","R"
"PFA20000BK","02","0","0","0","0",""
"54-100","03","0","0","0","0",""
"SF-RTL-10782","02","0","0","0","0",""
"SF-RTL-10782","03","0","0","0","0",""
"OS-3D-007","02","0","0","0","0",""
"OS-3D-006","02","0","0","0","0",""
"50-433-0","03","0","0","0","0",""
"S-4576","02","100","0","0","0",""
"S-19065","02","75","0","0","0",""
"SF-RTL-11804","02","0","0","0","0",""
"SF-RTL-11804","03","0","0","0","0",""
"SF-RTL-11839","02","0","0","0","0",""
"SF-RTL-11839","03","0","0","0","0",""
"SF-RTL-12722","02","0","0","0","0",""
"SF-RTL-12722","03","0","0","0","0",""
"RTT750HR-29-5","01","0","0","0","0","RP"
"RTT750HR-29-5","02","0","0","0","0",""
"RTT750HR-29-5","03","0","0","0","0",""
"RTV1000-300ML","01","0","0","0","0",""
"RTV1000-300ML","02","0","0","0","0",""
"RTV1000-300ML","03","0","0","0","0",""
"RTV102-85ML","01","0","0","0","0","RP"
"RTV102-85ML","02","0","0","0","0",""
"RTV102-85ML","03","0","0","0","0",""
"RTV103-85ML","01","0","0","0","0","RP"
"RTV103-85ML","02","0","0","0","0","RI"
"RTV103-85ML","03","0","0","0","0",""
"RTV106-85ML","01","0","0","0","0","RP"
"RTV106-85ML","02","0","0","0","0",""
"RTV106-85ML","03","0","0","0","0",""
"RTV108-85ML","01","0","0","0","0","RP"
"RTV108-85ML","02","2","0","0","0","RI"
"RTV108-85ML","03","0","0","0","0",""
"RTV162-300ML","01","0","0","0","0",""
"RTV162-300ML","02","0","0","0","0","R"
"RTV162-300ML","03","0","0","0","0",""
"RTV118-85ML","01","0","0","0","0","RI"
"RTV118-85ML","02","0","0","0","0",""
"RTV118-85ML","03","0","0","0","0",""
"RTV615-1P","01","0","0","0","0","RI"
"RTV615-1P","02","0","4","0","0","RI"
"RTV615-1P","03","0","0","0","0",""
"RUB-01","02","0","0","0","0",""
"RUB-01","03","0","0","0","0",""
"RULER","00","0","0","0","0",""
"RULER","01","0","0","0","0","RP"
"RULER","02","0","0","0","0",""
"RULER","03","0","0","0","0",""
"RW-2","01","0","0","0","0",""
"RW-2","02","24","0","0","0","RI"
"RW-2","03","0","0","0","0",""
"RW13","01","0","0","0","0","RP"
"RW13","02","0","0","0","0",""
"RW13","03","0","0","0","0",""
"RW16","01","0","0","0","0",""
"RW16","02","0","0","0","0",""
"RW16","03","0","0","0","0",""
"RW2-2","01","0","0","0","0",""
"RW2-2","02","0","0","0","0",""
"RW2-2","03","0","0","0","0",""
"RW51","01","0","0","0","0",""
"RW51","02","0","0","0","0",""
"RW51","03","0","0","0","0",""
"RW52","01","0","0","0","0","RP"
"RW52","02","0","0","0","0",""
"RW52","03","0","0","0","0",""
"2452-CS","03","0","0","0","0",""
"CAT5E-1000-BK","03","0","0","0","0",""
"MASK3-50","03","0","0","0","0",""
"XT90I-M/F","02","0","0","0","0","R"
"2951-16","03","0","0","0","0",""
"WLTSF08IBU75","02","2","0","0","0","R"
"274-017","02","1","0","0","0",""
"MB-400","","0","0","0","0",""
"RWC1000KCS","02","0","0","0","0",""
"RWC1000KCS","03","0","0","0","0",""
"SF-TOL-13114","02","0","0","0","0",""
"1591ABG","02","5","0","0","0","R"
"CTM-60","02","0","0","0","0",""
"S-100F-12","01","0","0","0","0","CC"
"S-100F-12","02","0","0","0","0",""
"S-100F-12","03","0","0","0","0",""
"S-100F-24","01","0","0","0","0","CC"
"S-100F-24","02","0","0","0","0",""
"S-100F-24","03","0","0","0","0",""
"S-100F-7.5","01","0","0","0","0","CI"
"S-100F-7.5","02","0","0","0","0",""
"S-100F-7.5","03","0","0","0","0",""
"S-150-12","01","0","0","0","0","CC"
"S-150-12","02","0","0","0","0",""
"S-150-12","03","0","0","0","0",""
"S-150-15","01","0","0","0","0","CC"
"S-150-15","02","0","0","0","0",""
"S-150-15","03","0","0","0","0",""
"S-150-24","","0","0","0","0",""
"S-150-24","01","0","0","0","0","CC"
"S-150-24","02","0","0","0","0",""
"S-150-24","03","0","0","0","0",""
"S-150-48","01","0","0","0","0","CC"
"S-150-48","02","1","0","0","0",""
"S-150-48","03","0","0","0","0",""
"S-150-7.5","01","0","0","0","0","CI"
"S-150-7.5","02","4","0","0","0","CX"
"S-150-7.5","03","0","0","0","0",""
"S-200","01","0","0","0","0","RI"
"S-200","02","0","0","0","0",""
"S-200","03","0","0","0","0",""
"S-2012A","01","0","0","0","0",""
"S-2012A","02","0","0","0","0",""
"S-2012A","03","0","0","0","0",""
"S-240-12","01","0","0","0","0","CC"
"S-240-12","02","0","0","0","0",""
"S-240-12","03","0","0","0","0",""
"S-240-24","01","0","0","0","0",""
"S-240-24","02","0","0","0","0",""
"S-240-24","03","0","0","0","0",""
"S-240-48","01","0","0","0","0","CC"
"S-240-48","02","0","0","0","0",""
"S-240-48","03","0","0","0","0",""
"S-25-12","","0","0","0","0",""
"S-25-12","01","0","0","0","0","CC"
"S-25-12","02","0","0","0","0",""
"S-25-12","03","0","0","0","0",""
"S-25-24","01","0","0","0","0","CC"
"S-25-24","02","0","0","0","0",""
"S-25-24","03","0","0","0","0",""
"S-25-5","","0","0","0","0",""
"S-25-5","01","0","0","0","0","CC"
"S-25-5","02","0","0","0","0",""
"S-25-5","03","0","0","0","0",""
"S-320-12","01","0","0","0","0","CC"
"S-320-12","02","0","0","0","0",""
"S-320-12","03","0","0","0","0",""
"S-320-24","01","0","0","0","0","CC"
"S-320-24","02","0","0","0","0",""
"S-320-24","03","0","0","0","0",""
"S-320-5","02","0","0","0","0",""
"S-320-5","03","0","0","0","0",""
"S-60-12","01","0","0","0","0","CC"
"S-60-12","02","0","0","0","0",""
"S-60-12","03","0","0","0","0",""
"S-60-15","01","0","0","0","0","CI"
"S-60-15","02","0","0","0","0",""
"S-60-15","03","0","0","0","0",""
"S-60-24","01","0","0","0","0","CC"
"S-60-24","02","0","0","0","0",""
"S-60-24","03","0","0","0","0",""
"S-60-5","01","0","0","0","0","CC"
"S-60-5","02","1","0","0","0","RX"
"S-60-5","03","0","0","0","0",""
"100-208PT6-100","02","0","0","0","0",""
"E2160ERP","02","0","0","0","0",""
"351-110-10","02","14","0","0","0","C"
"S-CAP-22","01","0","0","0","0","RI"
"S-CAP-22","02","0","0","0","0",""
"S-CAP-22","03","1405","0","0","0",""
"S-CAP-23","01","0","0","0","0","RI"
"S-CAP-23","02","1","0","0","0","RI"
"S-CAP-23","03","85","0","0","0",""
"S-CAP-24","01","0","0","0","0","RI"
"S-CAP-24","02","0","0","0","0",""
"S-CAP-24","03","0","0","0","0",""
"S-CAP-25","01","0","0","0","0","RI"
"S-CAP-25","02","0","0","0","0",""
"S-CAP-25","03","190","0","0","0",""
"S-CAP-26","01","0","0","0","0","RI"
"S-CAP-26","02","0","0","0","0",""
"S-CAP-26","03","0","0","0","0",""
"S-CAP-27","01","0","0","0","0","RI"
"S-CAP-27","02","0","0","0","0",""
"S-CAP-27","03","0","0","0","0",""
"S-CAP-28","01","0","0","0","0","RI"
"S-CAP-28","02","0","0","0","0",""
"S-CAP-28","03","0","0","0","0",""
"S-CAP-29","01","0","0","0","0","RI"
"S-CAP-29","02","0","0","0","0",""
"S-CAP-29","03","189","0","0","0",""
"S-CAP-30","01","0","0","0","0","RI"
"S-CAP-30","02","0","0","0","0",""
"S-CAP-30","03","0","0","0","0",""
"S-CAP-31","01","0","0","0","0","RI"
"S-CAP-31","02","0","0","0","0",""
"S-CAP-31","03","0","0","0","0",""
"FILM-.0047/250","01","0","0","0","0","RI"
"FILM-.0047/250","02","7289","0","0","0","RI"
"FILM-.0047/250","03","0","0","0","0",""
"S-FER-21","01","0","0","0","0","RI"
"S-FER-21","02","0","0","0","0",""
"S-FER-21","03","0","0","0","0",""
"S-FER-43","01","0","0","0","0","RI"
"S-FER-43","02","0","0","0","0",""
"S-FER-43","03","0","0","0","0",""
"S-IND-21","01","0","0","0","0","RI"
"S-IND-21","02","185","0","0","0","RI"
"S-IND-21","03","0","0","0","0",""
"S-RFC-100","01","0","0","0","0","RI"
"S-RFC-100","02","3","0","0","0","RI"
"S-RFC-100","03","0","0","0","0",""
"S-RFC-102","01","0","0","0","0","RI"
"S-RFC-102","02","0","0","0","0",""
"S-RFC-102","03","0","0","0","0",""
"S-RFC-104","01","0","0","0","0","RI"
"S-RFC-104","02","0","0","0","0",""
"S-RFC-104","03","0","0","0","0",""
"S-RFC-105","01","0","0","0","0","RI"
"S-RFC-105","02","0","0","0","0",""
"S-RFC-105","03","0","0","0","0",""
"S-RFC-106","01","0","0","0","0","RI"
"S-RFC-106","02","0","0","0","0",""
"S-RFC-106","03","0","0","0","0",""
"S-USBAB0-06-P","02","0","0","0","0",""
"S-USBAB0-06-P","03","0","0","0","0",""
"S-XTAL-21","01","0","0","0","0","RI"
"S-XTAL-21","02","1","0","0","0",""
"S-XTAL-21","03","0","0","0","0",""
"MX045-20MHZ","01","0","0","0","0","RI"
"MX045-20MHZ","02","93","0","0","0","RI"
"MX045-20MHZ","03","0","0","0","0",""
"S-XTAL-58","01","0","0","0","0","RI"
"S-XTAL-58","02","2","0","0","0","RI"
"S-XTAL-58","03","0","0","0","0",""
"J-040","03","0","0","0","0",""
"AC-RBF6-W","03","0","0","0","0",""
"AN340","03","0","0","0","0",""
"N61-10","03","0","0","0","0",""
"TP875","03","0","0","0","0",""
"T0054440999","03","0","0","0","0",""
"RUP8","03","0","0","0","0",""
"IB117K","03","0","0","0","0",""
"IBT6K","03","0","0","0","0",""
"IKPL3","03","0","0","0","0",""
"ISQS1","03","0","0","0","0",""
"IPHS1","03","0","0","0","0",""
"ISLS5","03","0","0","0","0",""
"INCP8","03","0","0","0","0",""
"INDC8","03","0","0","0","0",""
"27397","03","0","0","0","0",""
"ABS17RE1","03","0","0","0","0",""
"419D-P-BK","03","0","0","0","0",""
"4887-227G","03","0","0","0","0",""
"TST8","03","0","0","0","0",""
"BME328","03","0","0","0","0",""
"ZEROSMOGELKIT1N","03","0","0","0","0",""
"BBY-SUBSCRIPT","03","0","0","0","0",""
"SE-317080021","03","0","0","0","0",""
"SE-101020353","03","0","0","0","0",""
"210-358A","02","0","0","0","0",""
"MG300","03","0","0","0","0",""
"999-ACTIVEINV","03","0","0","0","0",""
"A1487","03","0","0","0","0",""
"QU2400BKD","03","0","0","0","0",""
"28-116-T","03","0","0","0","0",""
"AC-ALT16","02","0","0","0","0",""
"AC-ALT14","02","0","0","0","0",""
"AC-ALT12","02","0","0","0","0",""
"AC-ALT10","02","0","0","0","0",""
"AC-FBA14","02","0","0","0","0",""
"AC-FBA12","02","0","0","0","0","RI"
"58-428-0","03","0","0","0","0",""
"1427D5","03","0","0","0","0",""
"AC-FBA10","02","0","0","0","0",""
"S14K275","01","0","0","0","0",""
"S14K275","02","8","0","0","0","RI"
"S14K275","03","78","0","0","0",""
"S1500-112B2","","0","0","0","0",""
"S1500-112B2","01","0","0","0","0","CC"
"S1500-112B2","02","0","0","0","0",""
"S1500-112B2","03","0","0","0","0",""
"S1500-148","02","0","0","0","0",""
"S1500-148","03","0","0","0","0",""
"S25DA","01","0","0","0","0","CC"
"S25DA","02","13","0","0","0","CC"
"S25DA","03","0","0","0","0",""
"S2KN","00","0","0","0","0","RP"
"S2KN","01","0","0","0","0","RP"
"S2KN","02","9","0","0","0","RP"
"S2KN","03","0","0","0","0",""
"S3-1000-BLK","01","0","0","0","0","RP"
"S3-1000-BLK","02","0","0","0","0",""
"S3-1000-BLK","03","0","0","0","0",""
"S3-1000-BLU","01","0","0","0","0","RP"
"S3-1000-BLU","02","0","0","0","0",""
"S3-1000-BLU","03","0","0","0","0",""
"S3-1000-YLW","01","0","0","0","0","RP"
"S3-1000-YLW","02","0","0","0","0",""
"S3-1000-YLW","03","0","0","0","0",""
"S3-1000-YLWCLR","01","0","0","0","0","RI"
"S3-1000-YLWCLR","02","0","0","0","0",""
"S3-1000-YLWCLR","03","0","0","0","0",""
"S3-2000-BLK","01","0","0","0","0","RP"
"S3-2000-BLK","02","0","0","0","0",""
"S3-2000-BLK","03","0","0","0","0",""
"S3-2000-BLU","01","0","0","0","0","RP"
"S3-2000-BLU","02","0","0","0","0",""
"S3-2000-BLU","03","0","0","0","0",""
"S3-2000-YLW","01","0","0","0","0","RP"
"S3-2000-YLW","02","0","0","0","0",""
"S3-2000-YLW","03","0","0","0","0",""
"S3-2500-BLK","01","0","0","0","0","RP"
"S3-2500-BLK","02","0","0","0","0",""
"S3-2500-BLK","03","0","0","0","0",""
"S3-2500-BLU","01","0","0","0","0","RP"
"S3-2500-BLU","02","0","0","0","0",""
"S3-2500-BLU","03","0","0","0","0",""
"S3-2500-YLW","01","0","0","0","0","RP"
"S3-2500-YLW","02","0","0","0","0",""
"S3-2500-YLW","03","0","0","0","0",""
"S3-3000-BLK","01","0","0","0","0","RP"
"S3-3000-BLK","02","0","0","0","0",""
"S3-3000-BLK","03","0","0","0","0",""
"S3-3000-BLU","01","0","0","0","0","RP"
"S3-3000-BLU","02","0","0","0","0",""
"S3-3000-BLU","03","0","0","0","0",""
"S3-3000-YLW","01","0","0","0","0","RP"
"S3-3000-YLW","02","0","0","0","0",""
"S3-3000-YLW","03","0","0","0","0",""
"S3-3500-BLK","01","0","0","0","0","RP"
"S3-3500-BLK","02","0","0","0","0",""
"S3-3500-BLK","03","0","0","0","0",""
"S3-3500-BLU","01","0","0","0","0","RP"
"S3-3500-BLU","02","0","0","0","0",""
"S3-3500-BLU","03","0","0","0","0",""
"S3-3500-YLW","01","0","0","0","0","RP"
"S3-3500-YLW","02","0","0","0","0",""
"S3-3500-YLW","03","0","0","0","0",""
"S3-5010-BLK","01","0","0","0","0","RP"
"S3-5010-BLK","02","0","0","0","0",""
"S3-5010-BLK","03","0","0","0","0",""
"S3-5010-GRN","01","0","0","0","0","RI"
"S3-5010-GRN","02","0","0","0","0",""
"S3-5010-GRN","03","0","0","0","0",""
"S3-5010-ORG","01","0","0","0","0","RI"
"S3-5010-ORG","02","0","0","0","0",""
"S3-5010-ORG","03","0","0","0","0",""
"S3-5010-RED","01","0","0","0","0","RP"
"S3-5010-RED","02","0","0","0","0",""
"S3-5010-RED","03","0","0","0","0",""
"S3-5010-YLW","01","0","0","0","0","RP"
"S3-5010-YLW","02","0","0","0","0",""
"S3-5010-YLW","03","0","0","0","0",""
"S3-5510-BLK","01","0","0","0","0","RI"
"S3-5510-BLK","02","0","0","0","0",""
"S3-5510-BLK","03","0","0","0","0",""
"S3-5510-YLW","01","0","0","0","0","RI"
"S3-5510-YLW","02","0","0","0","0",""
"S3-5510-YLW","03","0","0","0","0",""
"S3-6010-BLK","01","0","0","0","0","RP"
"S3-6010-BLK","02","0","0","0","0",""
"S3-6010-BLK","03","0","0","0","0",""
"S3-6010-RED","01","0","0","0","0","RI"
"S3-6010-RED","02","0","0","0","0",""
"S3-6010-RED","03","0","0","0","0",""
"S3-6010-YLW","01","0","0","0","0","RP"
"S3-6010-YLW","02","0","0","0","0",""
"S3-6010-YLW","03","0","0","0","0",""
"S3-6510-BLK","01","0","0","0","0","RI"
"S3-6510-BLK","02","0","0","0","0",""
"S3-6510-BLK","03","0","0","0","0",""
"S3-6510-RED","02","0","0","0","0",""
"S3-6510-RED","03","0","0","0","0",""
"S3-6510-YLW","01","0","0","0","0","RI"
"S3-6510-YLW","02","0","0","0","0",""
"S3-6510-YLW","03","0","0","0","0",""
"S3-8000-BLK","01","0","0","0","0","RP"
"S3-8000-BLK","02","0","0","0","0",""
"S3-8000-BLK","03","0","0","0","0",""
"S3-8000-YLW","01","0","0","0","0","RP"
"S3-8000-YLW","02","0","0","0","0",""
"S3-8000-YLW","03","0","0","0","0",""
"S3-9000-BLK","01","0","0","0","0","RI"
"S3-9000-BLK","02","0","0","0","0",""
"S3-9000-BLK","03","0","0","0","0",""
"S3-9000-BLU","01","0","0","0","0","RI"
"S3-9000-BLU","02","0","0","0","0",""
"S3-9000-BLU","03","0","0","0","0",""
"S3-9000-YLW","01","0","0","0","0","RI"
"S3-9000-YLW","02","0","0","0","0",""
"S3-9000-YLW","03","0","0","0","0",""
"S302AB-P","00","0","0","0","0","RP"
"S302AB-P","01","0","0","0","0","RP"
"S302AB-P","02","0","0","0","0",""
"S302AB-P","03","0","0","0","0",""
"S302CCT-P","00","0","0","0","0","RP"
"S302CCT-P","01","0","0","0","0","RP"
"S302CCT-P","02","0","0","0","0",""
"S302CCT-P","03","0","0","0","0",""
"S303CCT-P","00","0","0","0","0","RP"
"S303CCT-P","01","0","0","0","0","RI"
"S303CCT-P","02","0","0","0","0",""
"S303CCT-P","03","0","0","0","0",""
"S303H-AB","00","0","0","0","0","RP"
"S303H-AB","01","0","0","0","0","RP"
"S303H-AB","02","0","0","0","0",""
"S303H-AB","03","0","0","0","0",""
"S304AB-P","00","0","0","0","0","RP"
"S304AB-P","01","0","0","0","0","RP"
"S304AB-P","02","0","0","0","0",""
"S304AB-P","03","0","0","0","0",""
"S304CCT-P","00","0","0","0","0","RP"
"S304CCT-P","01","0","0","0","0","RP"
"S304CCT-P","02","0","0","0","0",""
"S304CCT-P","03","0","0","0","0",""
"S306AB-P","00","0","0","0","0","RP"
"S306AB-P","01","0","0","0","0","RP"
"S306AB-P","02","0","0","0","0",""
"S306AB-P","03","0","0","0","0",""
"S306CCT-P","00","0","0","0","0","RP"
"S306CCT-P","01","0","0","0","0","RP"
"S306CCT-P","02","0","0","0","0",""
"S306CCT-P","03","0","0","0","0",""
"S308AB-P","00","0","0","0","0","RP"
"S308AB-P","01","0","0","0","0",""
"S308AB-P","02","0","0","0","0",""
"S308AB-P","03","0","0","0","0",""
"S308CCT-P","00","0","0","0","0","RP"
"S308CCT-P","01","0","0","0","0",""
"S308CCT-P","02","0","0","0","0",""
"S308CCT-P","03","0","0","0","0",""
"S310AB-P","00","0","0","0","0","RP"
"S310AB-P","01","0","0","0","0",""
"S310AB-P","02","0","0","0","0",""
"S310AB-P","03","0","0","0","0",""
"S310CCT-P","00","0","0","0","0","RP"
"S310CCT-P","01","0","0","0","0",""
"S310CCT-P","02","0","0","0","0",""
"S310CCT-P","03","0","0","0","0",""
"S312AB-P","00","0","0","0","0","RP"
"S312AB-P","01","0","0","0","0",""
"S312AB-P","02","0","0","0","0",""
"S312AB-P","03","0","0","0","0",""
"S312CCT-P","00","0","0","0","0","RP"
"S312CCT-P","01","0","0","0","0",""
"S312CCT-P","02","0","0","0","0",""
"S312CCT-P","03","0","0","0","0",""
"S40DA","01","0","0","0","0","CC"
"S40DA","02","74","0","0","0","CC"
"S40DA","03","0","0","0","0",""
"S42F","02","0","0","0","0","RX"
"S42F","03","0","0","0","0",""
"S500","02","4","0","0","0","RX"
"S500","03","0","0","0","0",""
"S5S-6","00","0","0","0","0","RP"
"S5S-6","01","0","0","0","0","RP"
"S5S-6","02","0","0","0","0",""
"S5S-6","03","0","0","0","0",""
"S6X1/4","01","0","0","0","0",""
"S6X1/4","02","0","0","0","0",""
"S6X1/4","03","0","0","0","0",""
"S8X3/8","01","0","0","0","0",""
"S8X3/8","02","0","0","0","0",""
"S8X3/8","03","0","0","0","0",""
"SA-025Q","01","0","0","0","0","RI"
"SA-025Q","02","2","0","0","0","R"
"SA-025Q","03","0","0","2","0",""
"SA-026Q","01","0","0","0","0","RP"
"SA-026Q","02","3","0","0","0","RI"
"SA-026Q","03","0","0","0","0",""
"SA-027HQ","01","0","0","0","0",""
"SA-027HQ","02","4","0","0","0","RI"
"SA-027HQ","03","0","0","0","0",""
"SA-15","01","0","0","0","0","RP"
"SA-15","02","0","0","0","0",""
"SA-15","03","0","0","0","0",""
"SA-30","01","0","0","0","0",""
"SA-30","02","0","0","0","0",""
"SA-30","03","0","0","0","0",""
"SA-300-124","02","0","0","0","0",""
"SA-300-124","03","0","0","0","0",""
"SA-32","01","0","0","0","0","RP"
"SA-32","02","0","0","0","0",""
"SA-32","03","0","0","0","0",""
"SA-4050AHD-2MMA","02","0","0","0","0",""
"SA-502BT","02","0","0","0","0",""
"SA-502BT","03","0","0","0","0",""
"SA502W","02","0","0","0","0",""
"SA502W","03","0","0","0","0",""
"SA-575","01","0","0","0","0",""
"SA-575","02","0","0","0","0",""
"SA-575","03","0","0","0","0",""
"SA-575H","02","0","0","0","0",""
"SA-575H","03","0","0","0","0",""
"SA-675","02","0","0","0","0",""
"SA-675","03","0","0","-2","0",""
"SA-675NB","01","0","0","0","0",""
"SA-675NB","02","0","0","0","0",""
"SA-675NB","03","0","0","0","0",""
"SA-810TB","02","0","0","0","0",""
"SA-810TB","03","0","0","0","0",""
"SA-C16","02","0","0","0","0",""
"SA-C16","03","0","0","0","0",""
"SA-C32","02","11","0","0","0","RP"
"SA-C32","03","0","0","0","0",""
"SA-C855R","02","0","0","0","0",""
"SA-C855R","03","0","0","0","0",""
"SA-RIEX6","02","140","0","0","0","R"
"SA-RIEX6","03","0","0","-1","0",""
"SA-T7XXXXXX","02","0","0","0","0",""
"SA-T7XXXXXX","03","0","0","0","0",""
"SA-TEL1XXXXX","02","0","0","0","0",""
"SA-TEL1XXXXX","03","0","0","0","0",""
"SA-UNO-R3","02","3","0","3","0",""
"SA-UNO-R3","03","0","0","0","0",""
"SA-VC25","02","0","0","0","0",""
"SA-VC25","03","0","0","0","0",""
"SA-VC75","02","0","0","0","0",""
"SA-VC75","03","0","0","0","0",""
"SA120X8","02","14","0","0","0","CC"
"SA120X8","03","0","0","0","0",""
"SA1500-112","01","0","0","0","0",""
"SA1500-112","02","0","0","0","0",""
"SA1500-112","03","0","0","0","0",""
"SA16200AHD-2-1U","02","0","0","0","0",""
"SA180X8","02","17","0","0","0","CC"
"SA180X8","03","0","0","0","0",""
"SA302B","02","0","0","0","0",""
"SA302B","03","0","0","-2","0",""
"SA302W","01","0","0","0","0",""
"SA302W","02","0","0","0","0",""
"SA302W","03","0","0","0","0",""
"SA502B","01","0","0","0","0",""
"SA502B","02","0","0","0","0",""
"SA502B","03","0","0","0","0",""
"SA6RFH","02","0","0","0","0",""
"SA6RFH","03","0","0","0","0",""
"SA8RFH","02","0","0","0","0",""
"SA8RFH","03","0","0","0","0",""
"SAM-100-12","01","0","0","0","0","CC"
"SAM-100-12","02","31","0","0","0","CC"
"SAM-100-12","03","0","0","0","0",""
"SAM-1000-12","01","0","0","0","0","CC"
"SAM-1000-12","02","2","0","0","0","CC"
"SAM-1000-12","03","0","0","0","0",""
"SAM-1500-12","01","0","0","0","0","CC"
"SAM-1500-12","02","4","0","0","0","CC"
"SAM-1500-12","03","0","0","0","0",""
"SAM-2000-12","01","0","0","0","0","CC"
"SAM-2000-12","02","1","0","0","0","CC"
"SAM-2000-12","03","0","0","0","0",""
"SAM-250-12","01","0","0","0","0","CC"
"SAM-250-12","02","9","0","0","0","CC"
"SAM-250-12","03","0","0","0","0",""
"SAM-3000-12","01","0","0","0","0","CC"
"SAM-3000-12","02","1","0","0","0","CC"
"SAM-3000-12","03","0","0","0","0",""
"SAM-450-12","01","0","0","0","0","CC"
"SAM-450-12","02","10","0","2","0","CC"
"SAM-450-12","03","0","0","0","0",""
"SAM-800-12","01","0","0","0","0","CC"
"SAM-800-12","02","4","0","0","0","CC"
"SAM-800-12","03","0","0","0","0",""
"SAM-RC","01","0","0","0","0",""
"SAM-RC","02","0","0","0","0",""
"SAM-RC","03","0","0","0","0",""
"SAS3210","01","0","0","0","0","RP"
"SAS3210","02","1","0","0","0","RP"
"SAS3210","03","0","0","0","0",""
"SATR-34","01","0","0","0","0","RI"
"SATR-34","02","0","0","0","0",""
"SATR-34","03","0","0","0","0",""
"SB-01XXX","01","0","0","0","0","RP"
"SB-01XXX","02","0","0","0","0",""
"SB-01XXX","03","0","0","0","0",""
"SB-2419","02","0","0","0","0",""
"SB-2419","03","0","0","0","0",""
"SB-3428SB","02","0","0","0","0",""
"SB-3428SB","03","0","0","0","0",""
"SB-410","01","0","0","0","0",""
"SB-410","02","0","0","0","0",""
"SB-410","03","0","0","0","0",""
"SB-4121","02","0","0","0","0",""
"SB-4121","03","0","0","0","0",""
"SB-812-19-084","01","0","0","0","0","RP"
"SB-812-19-084","02","0","0","0","0",""
"SB-812-19-084","03","0","0","0","0",""
"SB-L10V1-20Q","02","0","0","0","0",""
"SB1660","02","5","0","0","0","CC"
"SB1660","03","0","0","0","0",""
"SB300","01","0","0","0","0","CC"
"SB300","02","36","0","-1","0","CC"
"SB300","03","0","0","0","0",""
"SB35","02","0","0","-7","0",""
"SB35","03","0","0","0","0",""
"SB4","02","9","0","0","0","CC"
"SB4","03","0","0","0","0",""
"SB400","","0","0","0","0",""
"SB400","01","0","0","0","0","CC"
"SB400","02","36","0","0","0","CC"
"SB400","03","0","0","0","0",""
"SB404","02","15","0","2","0","CC"
"SB404","03","0","0","0","0",""
"SB604","00","0","0","0","0",""
"SB604","01","0","0","0","0",""
"SB604","02","0","0","0","0",""
"SB604","03","0","0","0","0",""
"SB830","02","8","0","0","0","CC"
"SB830","03","0","0","0","0",""
"461920","03","0","0","0","0",""
"461880","03","0","0","0","0",""
"461750","03","0","0","0","0",""
"45170","03","0","0","0","0",""
"45158","03","0","0","0","0",""
